genre,title,thumbnail,year,synopsis,duration,uuid
Action|Adventure|Fantasy|Thriller,the mummy returns,https://i.imgur.com/KNgrqaP.mp4,2016,Witness the wrenching emotions that accompany end-of-life decisions as doctors patients and families in a hospital ICU face harrowing choices.,127,bafc29d5-8158-4667-b740-2235a0dc2fd7
Crime|Drama,gangs of new york,https://i.imgur.com/C2XcrZJ.mp4,2019,Wiped clean of memories and thrown together a group of strangers fight to survive harsh realities â€“ and the island that traps them.,132,62e4304c-6559-45f4-88ac-f745fc353ff2
Drama|History|Romance|War,the flowers of war,https://i.imgur.com/W3fTtFS.mp4,2019,Ever wonder what's happening inside your head? From dreaming to anxiety disorders discover how your brain works with this illuminating series.,139,33d6a74c-0625-4fc3-a726-73db24e00428
Animation|Comedy|Family|Sport,surf's up,https://i.imgur.com/O6XpreV.mp4,2013,A speed-obsessed snail who dreams of being the world's greatest race car driver gets his chance when an accident imbues him with high-octane speed.,146,e87a4f0e-cf5d-47a8-a5c0-4b73a2cbe430
Comedy|Sci-Fi|Thriller,the stepford wives,https://i.imgur.com/KNgrqaP.mp4,2018,At Korea's top university medical center ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.,118,568b6a3a-c535-47b7-9b34-35ec17dba783
Drama|History|War,black hawk down,https://i.imgur.com/LZhcDdp.mp4,2018,Arrested in Rome for a drug-related offense Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events.,114,50d3484e-ba92-458c-b20a-227fd238cf1a
Comedy,the campaign,https://i.imgur.com/yinQyyT.mp4,2017,This documentary follows three women â€“ a fire chief a judge and a street missionary â€“ as they battle West Virginia's devastating opioid epidemic.,145,887b414d-095c-47c7-bc7b-e7e5c085a0b7
Action|Adventure|Sci-Fi,the fifth element,https://i.imgur.com/ZFFosSD.mp4,2017,Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.,121,2edb368a-88f3-43b0-acae-f7a761b55f64
Comedy|Drama|Romance,sex and the city 2,https://i.imgur.com/AARIL26.mp4,2018,Comedian Daniel Sloss is ready to find the funny in some very dark topics from the deeply personal to the truly irreverent.,145,983701fa-629d-4dfd-942e-84c93aa0619a
Adventure|Animation|Comedy|Family|Romance,the road to el dorado,https://i.imgur.com/eThziEz.mp4,2018,Curious kids Emma and her big brother Tim observe different animals as they make their way through various life milestones from birth to adulthood.,148,5357ed9a-67fe-42e3-9ad1-0176725bceec
Adventure|Animation|Comedy|Family,ice age: continental drift,https://i.imgur.com/QzJe4nJ.mp4,2018,Risking his family and future a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.,135,6a504f72-dae9-428f-8669-d28a47c96c9f
Drama|Family|Fantasy|Romance,cinderella,https://i.imgur.com/LItJ5qS.mp4,2014,After a teenager goes to live with his father in abandoned public housing he hears strange noises and decides to investigate with his new friend.,139,2f477035-2eb9-426c-9022-8eb78af2a6f3
Drama|Fantasy|Thriller,the lovely bones,https://i.imgur.com/SQyPd7N.mp4,2019,Bill Burr unloads on outrage culture male feminism cultural appropriation robot sex and more in a blistering stand-up special shot in London.,129,f5ea83e5-e753-4870-ab66-caeec0988527
Adventure|Animation|Comedy|Family,finding nemo,https://i.imgur.com/yinQyyT.mp4,2010,After deciding to reshape her life after divorce Liz travels around the world in search of good food spirituality and true love.,146,fe357fc5-795b-452b-a093-13354a7a6deb
Action|Adventure|Drama|Fantasy,the lord of the rings: the return of the king,https://i.imgur.com/LItJ5qS.mp4,2019,Haunted by the suicide of a brother a director and his kin walk across the U.K. in an emotionally trying visually sublime journey toward healing.,122,ff4b6fb0-c1ef-496a-95b7-3f8c8cac5086
Action|Adventure|Drama|Fantasy,the lord of the rings: the two towers,https://i.imgur.com/Fx5iKwZ.mp4,2019,In 1986 Tommaso Buscetta became the first top-level Mafia boss ever to testify against the mob. It cost him and his family everything.,121,a92f12c9-c8aa-4afa-95f1-951840755deb
Action|Adventure|Fantasy,seventh son,https://i.imgur.com/4nlbiGT.mp4,2019,Six strangers share a fabulous house in Tokyo looking for love while living under the same roof. With no script what happens next is all up to them.,140,974b2c9e-f557-4e57-80a0-5a30da1eb13e
Action|Adventure|Fantasy|Thriller,lara croft: tomb raider,https://i.imgur.com/QzJe4nJ.mp4,2018,When Riley changed schools she didn't expect the girls to crush on her English teacher dad. And he didn't expect a disturbing infatuation.,140,bc071977-a44d-43eb-a613-449450011632
Drama|Mystery|Romance|Sci-Fi|Thriller,transcendence,https://i.imgur.com/mRz7x3g.mp4,2017,A hapless guy agrees to help his stunning â€“ but psychotic â€“ girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent.,129,caf663f0-1cc9-46f4-8e33-b0d98e1c782e
Action|Adventure|Sci-Fi|Thriller,jurassic park iii,https://i.imgur.com/O6XpreV.mp4,2000,With chiseled good looks that belie his insanity a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges.,114,7bd60605-0511-4f86-96a4-b617264f0d0b
Action|Drama|Sci-Fi|Thriller,rise of the planet of the apes,https://i.imgur.com/NQTuLtb.mp4,1997,When a volcanologist comes to investigate the recent rumblings of a dormant volcano a massive eruption has everyone in town fighting for their lives.,141,7a792deb-5222-4300-b986-55ea1930eda8
Adventure|Family|Fantasy,the spiderwick chronicles,https://i.imgur.com/ZTOIYrc.mp4,2012,In this documentary the director remembers a sister who left behind her life under Brazilâ€™s dictatorship and moved to New York with dreams of acting.,141,76eeb7d1-719c-4913-84f6-fc8f8f59476d
Action|Thriller,a good day to die hard,https://i.imgur.com/LItJ5qS.mp4,2017,A stock broker brings his young son back to the town where he grew up for a hunting trip but things take a dangerous turn when they witness a crime.,115,9d785ad3-f9dc-4595-b5c9-ec31052b39d3
Drama|History|War|Western,the alamo,https://i.imgur.com/LZhcDdp.mp4,2018,A woman with a passion for fowl keeps a menagerie of birds that draws the ire of neighbors animal rights advocates and even her own family.,147,8983fc00-1b36-4a53-a744-955b6fb8be75
Action|Adventure|Animation|Family,the incredibles,https://i.imgur.com/NhenJym.mp4,2008,Igor the brilliant but deformed assistant to mad Dr. Glickenstein dreams of winning the Evil Science Fair and the heart of village beauty Gretchen.,124,11b9c5f0-d5c3-4197-8400-359c2241f403
Action|Adventure|Comedy,cutthroat island,https://i.imgur.com/8xf630M.mp4,2005,Years after high school a once-portly nice guy comes home for the holidays and reunites with a former crush he still has feelings for.,116,76fdd913-f136-4338-9977-8dfccd0613ae
Adventure|Family|Fantasy,percy jackson & the olympians: the lightning thief,https://i.imgur.com/QzJe4nJ.mp4,2016,Music-loving baby Johny goes on dance-filled adventures with his family friends and adorable critters in this colorful animated preschooler series.,137,2eea6a06-b501-41fd-bfa2-1c5f4a90f1c8
Adventure|Comedy|Family|Mystery|Sci-Fi,men in black,https://i.imgur.com/YdhTLqF.mp4,2019,A young boy's life shifts when he's sent to work at a mechanic's shop far from his suburban home until an opportunity forces him to make a tough choice.,149,8393f34d-c60e-4539-b847-303e27860291
Adventure|Animation|Comedy|Family|Fantasy,toy story 2,https://i.imgur.com/NQTuLtb.mp4,2007,When a self-help author learns that his mother has fallen for his sadistic high school gym teacher he tries to put a stop to their budding romance.,114,dc0a3086-6fe8-4b67-98ab-0a0b72449894
Action|Thriller,unstoppable,https://i.imgur.com/NQTuLtb.mp4,2009,A former defense attorney finds herself back in court when she and her husband are sued for medical emancipation by their 11-year-old daughter.,132,35613dd9-a729-4a88-a3c8-80f015c02a57
Action|Comedy|Crime|Thriller,rush hour 2,https://i.imgur.com/Coz5yzb.mp4,2003,Tragedy reunites childhood friends Sean Dave and Jimmy when they're linked together in a murder investigation about Jimmy's teenage daughter.,126,9e399526-8857-446d-a048-33ff47e08dfb
Drama|Fantasy|Horror|Mystery|Thriller,what lies beneath,https://i.imgur.com/AARIL26.mp4,2014,Against the backdrop of Nigeria's looming independence from Britain detective Danladi Waziri races to capture a killer terrorizing local women.,130,b66b5bc9-e2c6-4812-a250-e278eaec2fe3
Animation|Comedy|Family|Sci-Fi,cloudy with a chance of meatballs,https://i.imgur.com/BR9EUGh.mp4,2014,A pregnancy forces an actress out of her latest play and into a difficult confrontation with her own rapidly transforming reflection.,149,95247d57-4ae7-4965-9e60-7a2d8937f3db
Action|Adventure|Animation|Comedy|Family,ice age: dawn of the dinosaurs,https://i.imgur.com/eThziEz.mp4,2006,After saving a deer from a hunter's clutches a domesticated grizzly finds himself relocated to the wild â€“ and unprepared for the real world.,105,4f753a0f-3d6d-4d44-87ad-994a10691b3b
Adventure|Comedy|Drama|Fantasy|Romance,the secret life of walter mitty,https://i.imgur.com/62tJ58E.mp4,2012,A fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport.,143,728d80ee-a288-4f9d-908a-767f6e97d9a7
Action|Adventure|Comedy|Crime|Thriller,charlie's angels,https://i.imgur.com/KNgrqaP.mp4,2006,A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel sending passengers into a battle for survival.,114,0a8daadd-366f-45d3-b7e0-5fa518d5c9be
Crime|Drama|Thriller,the departed,https://i.imgur.com/QzJe4nJ.mp4,2008,Longstanding family conflicts resurface when a former model who's been in and out of rehab for a decade returns home for her sister's wedding.,107,8d45c69a-1ee2-476d-9785-e17c26d86537
Adventure|Animation|Family|Fantasy|Musical|War,mulan,https://i.imgur.com/hwUzoyu.mp4,2018,Through intense prison interviews Piers Morgan revisits the crimes of three convicted serial killers and learns more about their motives.,109,67c426de-d1d2-428e-88c0-372f244ecc49
Action|Comedy,tropic thunder,https://i.imgur.com/62tJ58E.mp4,2004,When a storm terrorizes his patch a pumpkin cast out for his shape must step up to use his smarts to save the day â€“ and to prove himself.,131,c5f98673-d6da-4d0a-816e-edb6d5663d27
Crime|Drama|Mystery|Thriller,the girl with the dragon tattoo,https://i.imgur.com/fan0H9k.mp4,1981,After losing everything an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting too.,146,35425201-dd3a-41cf-8c43-b4f3d03e9011
Action|Adventure|Thriller,die hard with a vengeance,https://i.imgur.com/xZid5oj.mp4,2007,Two best friends' quest to buy booze for a party in the hopes of scoring with girls leads them on a series of wacky misadventures.,145,f5079f3e-1517-4bb5-aa39-1b6b42c1ab56
Action|Adventure|Crime|Mystery|Thriller,sherlock holmes,https://i.imgur.com/u24oIR1.mp4,2017,A Yoruba prince and a young lady from a prominent Igbo family face tribal prejudice and parental pressure when they secretly wed.,111,6b281f7e-7f3f-4ed4-bd39-ff92fdc75461
Adventure|Drama|History,ben-hur,https://i.imgur.com/XqSrnvi.mp4,2016,A group of executives heads to a telecommunications retreat to pick the firm's new CEO until they find themselves in a contest to win â€“ and stay alive.,113,bce05bf3-c125-4ce3-8d2d-a7b8f6380176
Action|Adventure|Animation|Family|Fantasy|Sci-Fi,atlantis: the lost empire,https://i.imgur.com/O6XpreV.mp4,2006,A lonely doctor begins writing letters to the frustrated architect who lives in her former home only to discover that they're living two years apart.,113,f597734f-2c2c-4577-96a7-5491b4f52383
Adventure|Animation|Comedy|Family|Fantasy|Music,alvin and the chipmunks: the road chip,https://i.imgur.com/62tJ58E.mp4,2010,Ready to expose his miraculous deeds as mere trickery a famed evangelist invites a documentary crew to film his final exorcism.,126,fca18f19-694c-4f5c-abea-f9daf88f9467
Drama|History|Thriller|War,valkyrie,https://i.imgur.com/HtjzC5p.mp4,1997,Hired by a Russian politician to steal the formula for cold fusion master thief Simon Templar falls for the scientist who has unlocked the secret.,137,2e1bf7b5-99c9-434a-86bb-ecd9e833d549
Action|Comedy,you don't mess with the zohan,https://i.imgur.com/ZTOIYrc.mp4,2009,When a group of hijackers takes passengers aboard a subway train hostage and demand a ransom it's up to dispatcher Walter Garber to bring them down.,121,46326361-e069-4ae2-bc36-a1184f447722
Action|Animation|Comedy|Sci-Fi,pixels,https://i.imgur.com/AARIL26.mp4,2019,As part of the first class at the Rescue Bots Academy five Cybertron recruits train under their skilled teachers and take on daring rescue missions.,129,ef331f80-7496-4a14-9db6-8647c6196191
Adventure|Drama|Sci-Fi,a.i. artificial intelligence,https://i.imgur.com/8xf630M.mp4,2018,Optimus Prime and the AllSpark are missing â€“ and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series.,121,41ddcf98-7665-4ae3-aad9-1aa34c219bbb
Comedy|Family|Fantasy|Horror|Mystery,the haunted mansion,https://i.imgur.com/K7ERYIB.mp4,2019,Two young Yemeni business partners decide to go on vacation in the UAE with a few local friends but their fun trip soon turns terrifying.,106,46a98f90-6f6e-4aa1-9c45-4c1ddc4c8891
Drama|Mystery|Sci-Fi|Thriller,contact,https://i.imgur.com/KNgrqaP.mp4,2018,To evade greedy pharmaceutical crooks a medical scientist disguises himself as a struggling salesman to protect his groundbreaking cancer research.,141,639cd09e-defc-4aea-aca8-41ce47d402b5
Action|Horror|Sci-Fi|Thriller,hollow man,https://i.imgur.com/rgc6eWN.mp4,2008,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist will do anything to make his dreams come true.,107,38ed935a-f579-4890-bc6e-927a44f83169
Crime|Mystery|Thriller,the interpreter,https://i.imgur.com/mRz7x3g.mp4,2018,At their high school a group of unruly teens wreak havoc face bullies and navigate turbulent lives beyond school grounds.,121,cd0db17c-ef0e-408d-9488-f309423cb576
Adventure|Family|Fantasy,percy jackson: sea of monsters,https://i.imgur.com/hwUzoyu.mp4,2015,Explore the history and philosophies behind one of the world's most beloved â€“ and successful â€“ soccer franchises: FC Barcelona.,119,8064474e-ebfa-4011-8748-b9d1f9fe3aa5
Action|Adventure|Fantasy,lara croft tomb raider: the cradle of life,https://i.imgur.com/Fx5iKwZ.mp4,2005,Teenage loner Brendan Fry navigates his high school's intense social network to discover a killer's identity after his secret crush is murdered.,118,5825f64a-4eb6-4fcb-b87f-68e88508f0d7
Action|Adventure|Comedy|Crime|Mystery|Thriller,now you see me 2,https://i.imgur.com/7ax74eb.mp4,2017,On the verge of losing his business an entrepreneur launches a carbon tax scam that thrusts him into a web of criminals intrigue and murder.,112,22b2776c-636a-4856-ab49-e1c4a5d8e5ed
Action|Adventure|Romance|Sci-Fi|Thriller,the saint,https://i.imgur.com/fan0H9k.mp4,2018,A man with a history of mental issues moves into his late parents' mansion and comes to suspect his new home may be haunted.,128,12fb6836-1a24-423b-bab0-412af984b006
Action|Crime|Thriller,spy game,https://i.imgur.com/KNgrqaP.mp4,2018,The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.,133,ec1e6b86-8804-4957-97d7-361c8dfbb18a
Adventure|Sci-Fi|Thriller,mission to mars,https://i.imgur.com/SQyPd7N.mp4,2018,A multigenerational household navigates daily life evolving relationships and clashes between old and new mindsets in this light family drama.,128,ba567663-aac7-437e-9200-548af43272fa
Adventure|Animation|Comedy|Family|Musical,rio,https://i.imgur.com/rgc6eWN.mp4,2018,After accidentally connecting over the Internet two strangers form a tight friendship â€“ not knowing they already share a bond.,136,5a96f946-b169-4316-b2f7-a57572a6e7bb
Comedy|Drama|Sci-Fi,bicentennial man,https://i.imgur.com/yinQyyT.mp4,2017,A sexually inexperienced rickshaw driver struggles to build intimacy with his shy new wife in their tiny overcrowded quarters.,130,3008b722-3e28-48f8-b305-c0bc326b5000
Action|Drama|Sci-Fi|Thriller,volcano,https://i.imgur.com/K7ERYIB.mp4,2007,"A mild-mannered office drone plucks a Halloween party invitation off the street and suddenly finds himself the main event at a ""murder party.""",133,44d2d457-2806-4c7a-82af-246f24350e17
Action|Crime|Drama|Thriller,the devil's own,https://i.imgur.com/8kisA8v.mp4,2018,After a chance phone call leads to daily conversations a widowed restaurant owner and a lonely film actor plan to finally meet in person.,144,7736d363-8de7-45b2-a408-fa82211d7aa4
Drama|History|Thriller|War,k-19: the widowmaker,https://i.imgur.com/LItJ5qS.mp4,2013,Mak's friends just want to protect him but his wife Nak won't let a small thing like her own death get in the way of true love in this horror-comedy.,148,01989c90-ca9c-4cdb-b2b1-859c6d65aec4
Action|Adventure|Sci-Fi,fantastic four,https://i.imgur.com/NhenJym.mp4,2018,Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,125,3be25d3f-2876-471b-a243-7bb76efa1b00
Adventure|Fantasy,conan the barbarian,https://i.imgur.com/HtjzC5p.mp4,1991,A yuppie playboy looks for a quick death after being falsely diagnosed with AIDS by a nurse who was once cheated by the young Casanova.,109,452ff8ac-c5ff-431a-b3b9-3950fe6ef226
Biography|Drama|Sport,cinderella man,https://i.imgur.com/Coz5yzb.mp4,2017,A middle-aged boxer with a mixed record becomes a champion's sparring partner while dreaming of one last chance to end his career with a victory.,118,e6a6c7e8-8a3b-40cb-a7cc-b5fe6f2bc04e
Action|Family|Fantasy|Musical,the nutcracker in 3d,https://i.imgur.com/C2XcrZJ.mp4,2017,A menacing unseen force stalks a young girl living by herself in a suburban house where she's surrounded by reminders of her once-happy family.,127,be3fb53a-ee67-4183-a77f-b31b9b134feb
Drama|History|Sport,seabiscuit,https://i.imgur.com/8xf630M.mp4,2017,On Halloween night inside a dilapidated apartment building Art the Clown stalks his victims slicing and slaughtering in terrifying silence.,132,68b8e3a2-b208-4203-96fe-0ce85f733a6d
Action|Adventure|Drama|Thriller,twister,https://i.imgur.com/O6XpreV.mp4,2017,Years after the death of their only child and subsequent divorce a couple discovers that their son's ghost continues to inhabit their former home.,121,a17e0733-475d-4413-aa10-11d16f7906c4
Action|Crime|Thriller,the fast and the furious,https://i.imgur.com/XqSrnvi.mp4,2018,French soccer fans celebrities and athletes retrace the exhilarating events of July 12 1998 as France earned a historic win in the World Cup final.,132,653665d0-fea4-4edb-b9fa-1426151189b5
Adventure|Drama|Romance,cast away,https://i.imgur.com/NQTuLtb.mp4,2017,In the wake of the 1997 financial crisis two teens whose families face bankruptcy make a suicide pact â€“ but one of them breaks the promise.,135,caaf342b-bfd1-499e-8099-a53d6c48689b
Animation|Comedy|Family|Music|Romance,happy feet,https://i.imgur.com/LZhcDdp.mp4,1994,A turbulent vacation turns deadly when a fugitive and his crew kidnap a river rafting guide and her family forcing them down the dangerous river.,126,ff0b3374-babf-45e8-991a-db0260edf8e3
Action|Mystery|Thriller,the bourne supremacy,https://i.imgur.com/ZTOIYrc.mp4,2017,Swept up in political unrest during World War I two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them.,116,76916bea-7750-4c20-981a-fed18fff6034
Action|Adventure|Drama|Thriller,air force one,https://i.imgur.com/W3fTtFS.mp4,2018,Miniforce a special task force of elite rangers takes on the Lizard Army to save Earth before itâ€™s too late in this prequel to the TV series.,141,753bc460-aa00-4996-986b-106f07d11ec7
Crime|Thriller,ocean's eleven,https://i.imgur.com/62tJ58E.mp4,2017,A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who wonâ€™t pass on.,108,1ceea1a1-6974-4807-8555-21a06cb96430
Action|Adventure|Romance,the three musketeers,https://i.imgur.com/XqSrnvi.mp4,2017,Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune criminal intrigue marital strife an exorcism and a ghost.,106,bcbf16a9-9e11-4250-9d6c-f09233c2c8ff
Animation|Comedy|Family|Fantasy,hotel transylvania,https://i.imgur.com/LItJ5qS.mp4,1988,An intrepid police inspector forced into a desk job must take matters into his own hands when ruthless criminals are released on a technicality.,125,6d7cb6dc-dcec-4c7c-b422-c2c937fc15fc
Animation|Comedy|Family|Fantasy|Musical|Romance,enchanted,https://i.imgur.com/K7ERYIB.mp4,2017,Witnesses and public figures respond to controversial claims about Pablo Escobar made by the MedellÃ­n Cartel's sole survivor John Jairo VelÃ¡squez.,122,17494004-0004-437a-a309-77b428b6c701
Crime|Drama|Horror|Mystery|Thriller,hannibalÂ            ,https://i.imgur.com/rgc6eWN.mp4,2017,Mysterious ghosts â€“ determined to reconnect with the living world â€“ begin to cross over and disrupt the lives of those they left behind.,110,6a38dced-becb-4684-964f-8212c6a0fe99
Action|Crime|Mystery|Thriller,safe house,https://i.imgur.com/AARIL26.mp4,2012,For three years Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend Guts realizes he will have to leave the Band of the Hawk.,142,667a526f-bf71-4de3-9e55-bee70c325631
Adventure|Comedy|Family,102 dalmatians,https://i.imgur.com/4nlbiGT.mp4,2013,A year after he left the Band of the Hawk Guts rejoins them in an epic battle to vanquish the God Hand and save Griffith from a hellish fate.,134,0dc8085e-3a3c-4564-8e6d-ac7b14570818
Action|Comedy|Crime,tower heist,https://i.imgur.com/QzJe4nJ.mp4,2006,After serving time in jail a disgraced son returns to the family business in New York where he struggles to fill the shoes of his late twin brother.,110,3d0e30f4-814f-464d-8c7c-5d04eff67ed2
Comedy|Romance,the holiday,https://i.imgur.com/6u0PCQK.mp4,1976,After reaching his 40th birthday an egotistical businessman kicks off his midlife crisis by deciding to secure a mistress.,147,ffce4aa9-8586-4ccb-9f3f-503345677c8d
Action|Crime|Drama|Mystery|Thriller,enemy of the state,https://i.imgur.com/4nlbiGT.mp4,2016,"The development of professional soccer worldwide owes a great debt to the soccer â€“ or ""football"" â€“ that is played on the streets of France.",120,5867dbbc-98ac-4242-b7a2-b8b5da2fcd72
Comedy|Drama|Romance,it's complicated,https://i.imgur.com/W3fTtFS.mp4,1983,While trying to win over his belovedâ€™s parents a young man is accused of arson and his father soon realizes insanity may be his only defense.,108,9b308c1b-524a-4473-a6a0-5d8b6228579a
Crime|Thriller,ocean's thirteen,https://i.imgur.com/mRz7x3g.mp4,2017,A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.,105,395a6f76-3510-497d-89c4-e70f7afcf494
Adventure|Animation|Comedy|Family,open season,https://i.imgur.com/LZhcDdp.mp4,2007,When a young laborer escapes to the world aboveground he discovers a violent land in which humans battle robots controlled by a power-hungry noble.,142,861f4294-2b36-480a-be6e-6ae2ba2db55b
Adventure|Mystery|Sci-Fi,divergent,https://i.imgur.com/LZhcDdp.mp4,1988,From scientists to snake handlers this series explores what motivates some people to put themselves in jeopardy to perform extraordinary feats.,114,0815dba8-6f34-443a-a95e-1a9db4e33407
Drama|History|War,enemy at the gates,https://i.imgur.com/XqSrnvi.mp4,2015,In the streets of Senegal a youth movement rises up against a regime bent on retaining power in this chronicle of the nation's stormy 2012 elections.,119,935ad8ac-47bf-4e8c-ac15-a38a2713b950
Action|Adventure|Comedy|Thriller,the rundown,https://i.imgur.com/AARIL26.mp4,2004,Ai a young half-demon who has escaped from Horai Island to try to help his people returns with potential saviors InuYasha Sesshomaru and Kikyo.,117,b7d2d544-051b-44fe-9ad5-ea477377f4bc
Action|Adventure|Comedy|Fantasy,last action hero,https://i.imgur.com/NQTuLtb.mp4,2003,The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.,139,82447dcc-4f1c-4554-9240-054d2dc36708
Drama|Romance,memoirs of a geisha,https://i.imgur.com/SQyPd7N.mp4,2002,With their biggest foe seemingly defeated InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.,125,ff27ad82-4905-4cdb-b1ff-fc6f5177e359
Action|Crime|Thriller,the fast and the furious: tokyo drift,https://i.imgur.com/xZid5oj.mp4,1973,As a crazed killer blazes a trail of blood through an anxious city a hardened cop aims to take him down by any means in this remake of â€œDirty Harry.â€,127,7ba287a1-b305-4c9a-8802-79b4ab251c0a
Adventure|Animation|Comedy|Family|Fantasy,arthur christmas,https://i.imgur.com/LcqMMwG.mp4,2017,Armed with a powerful amulet a teenage guardian is tasked with protecting her little sister â€“ and all of Elvendale. Based on the popular web series.,110,8b472e1c-1799-43e8-89d9-d225553c05a5
Drama|Fantasy|Romance,meet joe black,https://i.imgur.com/fan0H9k.mp4,2017,In this horror-comedy a recently married man who wants to bond with his stepson begins to fear that the boy is a demon.,117,5902dd83-9f8a-40bd-957d-92c426765c9e
Action|Drama|Thriller,collateral damage,https://i.imgur.com/AARIL26.mp4,2015,Under a government initiative a retired alcoholic soccer player is sent to establish a soccer team in a politically troubled area.,132,e12edb40-5163-4ef9-88a6-4e8387863f2e
Comedy|Drama|Music|Musical,all that jazz,https://i.imgur.com/ZFFosSD.mp4,2015,A nondescript man in a mental hospital has an exciting life of adventure and romance â€“ in his head. He may be insane or maybe he's just having fun.,122,0ec5640b-1891-4051-83af-45601778b204
Adventure|Comedy|Drama|Family|Fantasy,mirror mirror,https://i.imgur.com/LZhcDdp.mp4,1974,After getting fired a police officer connects with a prostitute he met on the job in a red-light district and sets out to keep her off the streets.,122,3ea2dc6b-dfb1-4723-8908-271c3b86da88
Action|Comedy|Fantasy|Romance,scott pilgrim vs. the world,https://i.imgur.com/BR9EUGh.mp4,1989,Jailed as a teenager Shankar has been unable to stay on the right side of the law ever since despite his wife's pleas and his mother's rejection.,106,e8c3b78e-8f57-41df-bcde-0fab6e9b7a99
Action|Adventure|Sci-Fi|Thriller,the core,https://i.imgur.com/ZTOIYrc.mp4,2011,Mistakenly accused of an attack on the Fourth Raikage ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed.,148,528625b0-2b4e-4cfc-b1a4-fef811bb398d
Comedy|Romance|Sci-Fi,nutty professor ii: the klumps,https://i.imgur.com/yinQyyT.mp4,2009,When four out of five ninja villages are destroyed the leader of the one spared tries to find the true culprit and protect his land.,109,7df68c15-ef48-4e5b-acb5-1276949539aa
Adventure|Comedy|Mystery,scooby-doo,https://i.imgur.com/7ax74eb.mp4,2010,When Naruto is sent to recover a missing nin the rogue manages to send him 20 years into the past where he unites with his father to battle evil.,119,95df0ea0-eeea-4d4d-acf3-12d1b1b044a0
Action|Sci-Fi,dredd,https://i.imgur.com/tZtTkBf.mp4,2005,While on a mission to return a missing pet Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.,135,cc33f797-f8d6-4d7c-a5e8-4f91bf050cd0
Comedy|Drama|Fantasy|Romance,click,https://i.imgur.com/Fx5iKwZ.mp4,2006,Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son Hikaru to the Crescent Moon kingdom.,131,6fbd6633-8603-4734-8ac8-35155f53279d
Comedy|Fantasy|Horror,creepshow,https://i.imgur.com/8xf630M.mp4,2004,Naruto Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film but it turns out she's a princess.,140,e3087f21-082c-47cd-b34a-fe4c0601704c
Action|Comedy|Family|Fantasy,cats & dogs: the revenge of kitty galore,https://i.imgur.com/ZTOIYrc.mp4,2016,Competitive gamer Jan finds his life thrown for a loop when his bitter rival hacks his identity just before a high-stakes tournament.,132,8fc32954-c5b4-4b5e-b1b3-d2886f6dcf71
Action|Adventure|Sci-Fi|Thriller,jumper,https://i.imgur.com/AARIL26.mp4,2017,A suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves.,136,382dd6f4-0935-460c-860e-5c4b41fb272f
Action|Adventure|Fantasy|Horror|Sci-Fi,hellboy ii: the golden army,https://i.imgur.com/LcqMMwG.mp4,2016,Italian porn star Rocco Siffredi is showcased in this documentary that shadows the legendary performer during his final year in front of the camera.,121,6cfd46d2-7ad8-47a6-926b-b86413f96d9a
Crime|Drama|History|Mystery|Thriller,zodiac,https://i.imgur.com/W3fTtFS.mp4,1986,A free-spirited woman can't choose between a trio of ill-suited suitors: relationship-minded Jamie shallow male model Greer and bike messenger Mars.,134,9a01c0eb-ab4b-4191-95ef-f6fe02f485e5
Action|Mystery|Sci-Fi|Thriller,the 6th day,https://i.imgur.com/fan0H9k.mp4,1984,After being violently separated from the woman he loves a young man must disguise himself in order to keep meeting her.,135,74888a0b-7b44-45d5-8489-419e61de7248
